name,price,status,shipping,free_returns,items_sold
Tap Shoes Toddler Boys Jazz Tap Shoes Black sz 8M Dance Now brand by Bloch,2400,New (Other),0,False,0
Leo's Dancewear Women's Dance Shoes Size 8 M Black Leather Lace Up Flexible Jazz,199,Pre-Owned,1190,False,0
Chance Fashions Tap Dancing Shoes Women's 9.5 Leather Sole White Leo's Taps READ,1857,Pre-Owned,925,False,0
Economy Girl's Size 2.5 Medium (Fits Size 2) White Ribbon Tie Tap Shoes,999,New (Other),799,False,0
BLACK Leather Jazz tap Oxford Dance Shoes #3525 THEY RUN SMALL read description,2249,New (Other),1260,False,0
RARE Vintage Playtoy Industries  Tappy Taps Tap Dancing Shoe Toy Girls 70s 80s,5000,Brand New,0,False,0
Leo Jazz Tap Shoes LS3312L Black Lace Up Size 5.5 M Preowned,1365,Pre-Owned,998,True,0
Tapfit Black Slip-on Tap Dance Exercise Workout Shoes Size Large,3999,Pre-Owned,0,False,0
Capezio Tap Jr Footlight Tan Leather Sole Dance Shoes Size 8 M,1799,Pre-Owned,1125,False,0
Capezio Character Tap Shoes 560 Dance Black Tan Adult New In Box,3999,Brand New,0,False,51
New E.B. Smith Heel Taps EB Smith SUPER aluminum alloy 13 sizes Tap Dance Taps,338,New (Other),560,False,0
Capezio Tic Tap Toe Tap Dance Shoe Beige Lace Up Low Top Round Toe Men's US 6M,2999,Brand New,1710,False,0
Capezio On Stage Encore London Metal Beginners Tap Dance Shoes Shiny Black,2000,Pre-Owned,1125,True,0
Gem Continental Dance Shoe Heel Taps - Size 3 + Dolliwood Toe Taps Sz 5 Lot Set,1195,Pre-Owned,0,False,0
Men’s Dancing Fair Signature #730 Oxford  Tap/ Character (NI) Shoes Size 8.5,2999,Brand New,0,False,0
Black TAP  SHOES TODDLER by Bailey size 9 M Good shape,1495,Pre-Owned,800,False,0
PU Leather Tap Shoe Dance Shoes for Boys and Girls Easy Strap Black Tap Shoes,1089,New (Other),0,False,0
"CLOGGING SHOES, NEW, ALL LEATHER, kids 1-1/2 WHITE SPLIT SOLE WITH BUCK TAPS",8390,Brand New,1050,False,0
Size 6.5 (8M on tag) - SANSHA Women's Black Leather Split Sole Tap Dance Shoes,2030,Pre-Owned,800,False,0
Theatricals Womens Tap Dance Shoes Black Size 8 Lace Up T9500,1800,Pre-Owned,862,False,0
Capezio TeleTone Tap Dance Shoes Girls Black Patent Size 7M,1000,Pre-Owned,900,False,0
Girls Capezio Size 1.5 Tele Tone Tap White Tap Dancing Shoes 1552,799,Pre-Owned,815,True,0
Capezio Womens JR Footlight 550 Black Leather Dance Character Shoe Size 5 N  ,2000,Pre-Owned,778,False,0
BLOCH BLACK TAP DANCING  SHOES LITTLE GIRLS MARY JANES SIZE 10.5 M,900,Pre-Owned,611,False,0
CAPEZIO Men's Black/Gray Tap Dance Shoes Oxfords Wide Size 11 W,18999,Pre-Owned,2220,False,0
Bloch Jazz Tap Dance Shoes 5 Techno Tap Black Lace Ups Women's 8 1/2 inches,999,Pre-Owned,559,False,0
Toddler Girl's SO DANCA Tap Dance Shoes 8 M Black Two-hole Elastic Closure,1295,Pre-Owned,500,False,0
BLOCH TECHNO GIRLS TAP DANCE SHOE #1T Black Laced Size 10 1/2 LEATHER ,1200,Pre-Owned,900,False,0
THEATRICALS Black Tap Dancing Shoes Women's Size 6 Medium EUC,1999,Pre-Owned,799,False,0
PU Leather Tap Shoe Dance Shoes for Girls Easy Strap Black Shoes size 12M,1400,Pre-Owned,943,False,0
Toddler gir's 7.5 Capezio Mary Jane black patent tap dance shoes 3800,1999,New (Other),925,False,0
Bloch Shockwave #2 Women's Black Lace-Up Tap Jazz Dance Shoes Leather Size 9.5 M,2499,Pre-Owned,862,False,0
New Girls Dance Tap Black Patent Shoes Size 9 1/2 M Child ,1299,New (Other),540,False,0
Capezio Tap Shoes CG17 Black  Teltone Tapsattached Child/ladies szs Dance,4104,Brand New,0,False,0
Dance Class tap shoes black patent Leather Size 9 Hook Loop Closure Toddler Girl,1199,Pre-Owned,1365,False,0
Capezio Girls Tele Tone Black Leather Buckle Tap Dance Shoes Size 5.5,500,Pre-Owned,2412,False,0
Dance Class Toddler Girl's  Mary Jane Tap Shoes Black Patent Size 11 Ribbon Ties,1400,Pre-Owned,899,False,0
EUC Dance Tap Shoes Black Shiny Size 2 Girls Youth Freestyle by Danskin Company,899,Pre-Owned,1260,True,0
Morgans Glass Aluminum Tap Shoes /Dance Shoes/ Leather / Black / Zapatos 9-10,1498,Pre-Owned,450,False,0
American Balet Theatre Spotlights Girl's Tap Dance Shoes Size 7.5,1395,Pre-Owned,0,False,0
Capezio Womens Leather Jr Footlight 459 Dance Shoes Black Leather Maryjanes 6.5W,2019,Pre-Owned,1595,True,0
1930s ANTIQUE MENS TAP DANCING SHOES LEATHER ENGLAND CAPEZIO ORIGINAL,24000,Pre-Owned,2500,False,0
Shop on eBay,2000,Brand New,,False,0
Bloch Dance Shoes,30000,Pre-Owned,1020,False,0
"BeiBestCoat Synthetic Tap Shoes Oxford Dancing Shoes for Men,Adults, Black",7106,Brand New,0,True,0
Dancing Fair Toddler Girl Tap Dance Shoes Sz 6.5 Tan Buckle Mary Jane,2299,Pre-Owned,699,False,0
Fashion Cowhide Tap Dancing Soft Outsole Kids Adult Unisex Dancing Shoes ,6079,New (Other),0,False,0
Linodes PU Leather Lace Up Tap Shoe Dance Shoes for Women and Men's Dance Shoes,1999,Brand New,1710,False,0
"Capezio Jr. Footlight Tap Shoes Womens 561 Size 10.5 1.5"" Heel New Dance Leather",3654,New (Other),999,True,0
Tap Fit Slip On Tap Shoes Tap Fit Shoe Exercise Unisex Large Black Fitness Dance,3999,New (Other),1060,False,0
American Ballet Theater  Jazz Dance Shoes Black Size 7.5,900,Pre-Owned,899,False,0
Capezio Dance Shoes Size 8.5  NEW Dance Tap Shoes Black,2299,New (Other),699,False,0
Dubee ballet dance slipper size 195 Used few times only,500,Pre-Owned,560,False,0
So Danca Black Lace Up Leather Tap Dance Shoes Youth Kids Boys Girls Size 12 M,1992,Pre-Owned,1365,False,0
Dance Shoes Tap Mary Jane Buckle 6M Toddler Dancing Fair 80TC Tan ,1200,Pre-Owned,450,False,0
Capezio Oxford Flex Master Black Tap CG16C Oxford Leather Childs 13 Shoes Dance,4250,New (Other),999,True,0
Unisex Fashion Cowhide Tap Dancing Soft Outsole Kids Adult Dancing Shoes ,4093,New (Other),1999,False,0
Dance Class Girls  MJ101 Size 3 Black Slip On Mary Jane Beginning Dance Tap Shoe,1499,Pre-Owned,799,True,0
Unisex New Cowhide Tap Dancing Soft Outsole Youth Kids Adult Dancing Shoes Chic,4599,New (Other),1999,False,0
Bloch Mega Womens Ladies Dance Chloe and Maud Leather Tap Shoes Sz 8.5M,5000,Pre-Owned,1000,False,0
Dance BLACK TAP DANCING  SHOES GIRLS MARY JANES SIZE 3.5 Adjustable Strap EUC,1099,Pre-Owned,900,False,0
Capezio Tele Tone Tap Shoes Black Patton N625C Children Girls Size 9 1/2 M,1150,Pre-Owned,750,False,0
ABT Spotlights Girls Youth Dancing Tap Shoes Size 2 Tan Beige Mary Janes,300,Pre-Owned,1260,False,0
"Beige Leather Tap Shoes Coppola 6M Clean Tele Tone Tap 1"" Heel Dance Shoes",1450,Pre-Owned,0,False,0
Sansha Woman’s 9M Tap Shoes,8000,Pre-Owned,1265,False,0
Tap dance shoes women-tan Size 5.5,1800,Pre-Owned,1710,False,0
Dance Shoes Tap Mary Jane NO TIES 6M Toddler Danshuz 530 Black ,1400,Pre-Owned,450,False,0
"Capezio 561 Dance Mary Jane 2"" Heel Tele Tone Tap Shoes Womens Size 7.5 M Black",3999,Pre-Owned,1710,False,0
Girls Capezio Black Patent Bow Tie Dance Tap Shoes Size 5.5 W Tele Tone Wide,1900,Pre-Owned,1061,False,0
Capezio Men's New Black Dance Shoes Size 9.5 M Made in Brazil,5000,Brand New,1385,False,0
Pair Adult Leo's Black Leather Lace Up Tap Dancing Shoes Men’s Size 11,5900,Pre-Owned,1800,False,0
SZ 9.5M - LEO'S Jr Jazz Womens tap shoes leather black lace up dance w/out Box,2140,Pre-Owned,747,False,0
BLOCH Dance Tap Shoes Lace Up Leather Metal Rubber Sole 8.5 Womens,5100,Pre-Owned,1020,False,0
Girl’s Capezio 11 Narrow Black Tap shoes,2999,Pre-Owned,0,False,0
Ballroom Tap Dance Shoes Men Black High Aluminum Women Children White Cloesd Toe,5119,Brand New,0,False,0
Capezio Black Leather 550 Tap Dance Womens Shoes Sz 11.5M - NWOB,2099,New (Other),0,False,0
BALERA UNISEX DANCE Slip-On Tap Shoes B150 BLACK Adult  11 M EXCELLENT CONDITION,1400,Pre-Owned,800,True,0
Womens Mary Jane Black Tap Size 8.5 Shoes Capezio Dance Leather New,3272,New (Other),999,True,0
"Bloch Dance Women's Tap Leather Tap Shoes, Size 11 Black",4499,Pre-Owned,2220,False,0
"Two Pairs Vintage Girls Dance Tap Shoes, London And Nino Taps, Sizes Not Marked?",600,Pre-Owned,1640,False,0
NEW Theatricals Girls Black Tap Dance Shoes Size 9M ,1499,New (Other),620,False,0
So Danca Womens Professional Level Tap TA810 Black Size 5 Shoes Dance Leather,14000,Brand New,999,True,0
Fashion Cowhide Tap Dancing Soft Outsole Kids Adult Unisex Dancing Shoes ,6955,New (Other),0,False,0
Womens Beige Character Theatre Size 10 Award Dance Shoes CP710 Buckle Award,2975,New (Other),999,True,0
Tap/ dance -Illinois Theatrical Footwear Shoes Girls Size 10 M Black Great Cond.,999,Pre-Owned,0,False,0
Dancing Fair 80BC Black Leather Tap Shoes Buckle Kids Girls Size NEW Size 8.5,899,Brand New,1100,False,0
Kids Bloch Girls Annie Tyette Tap Shoes Dance Black Size 1.5 - Gently Used ,2000,Pre-Owned,1260,False,0
LEOS Ultratone Black Leather Vintage Tap Dancing Shoes Womens US 7 EUC,2495,Pre-Owned,995,False,0
DANCE TIME Tap Shoes Black - Childs  SIZE 7 1/2 - NEW WITH TAGS (ribbon ties),1100,New (Other),600,False,0
Weissman Kids Tap Dance Shoes Size 12,1499,Pre-Owned,943,False,0
New Capezio Oxford Premiere Tap Black CG09 Dance Leather Teen Women 5 Shoes ,4250,New (Other),999,True,0
Men’s Dancing Fair Signature #730 Oxford  Tap/ Character (NI) Shoes Size 9,2999,Brand New,0,False,0
Capezio Teletone Dance/Tap Shoes Size 7M  RN#63356 (Excellent Condition),1799,Pre-Owned,499,False,0
BLACK CAPEZIO TAP DANCE SHOES Tele Tone Xtreme CG55 girls 5.5  M,995,Pre-Owned,595,False,0
Tap Dance Shoe Laces Black ,500,Brand New,429,False,0
Bloch Unisex Audeo 11.5 M Tap Shoes Black Oxford Dance Leather New,6205,New (Other),999,True,0
Dance Class Tyette White Tap Little Girls Size 1.5 Shoes Tie Bow Dance Leather N,2000,New (Other),875,True,0
Angelo Luzio Leather Tap Dance Shoes Men's 8.5,1868,Pre-Owned,1260,False,0
Bloch Tap Shoes Little Girl Size 11M Black Clean/ Good Condition Dance Shoes,999,Pre-Owned,998,False,0
Leo's Tone Master Tap Dance Shoes Black Leather   ,1500,Pre-Owned,500,False,0
Capezio DS11 Dance Sneaker  Split Sole Dance Shoes Black Size 8.5 **Please read,2518,Pre-Owned,875,False,0
Womens Bloch Tap-On Tan Mary Jane Tap Shoes Size 9 Dance New Recital Class,2975,New (Other),999,True,0
BLOCH DANCE NOW   Girl's Size:6Y BLACK PATENT TAP SHOES,599,Pre-Owned,890,False,0
"Bloch Dance Women's Tap Leather Tap Shoes, Size 11.5 Black",4499,Pre-Owned,2220,False,0
Tap dancing shoes - Size 6,1300,Pre-Owned,1020,False,0
LEATHER BLACK CAPEZIO TAP DANCE SHOES Hoof Master CG100 girls women's 6 M,1495,Pre-Owned,595,False,0
Dancing Fair Closeout 80BC Black Leather Tap Shoes Buckle Kids Girls Size 7 NEW,699,Brand New,1100,False,0
Bloch Dance Women Tap-Flex Black Leather Tap Shoe  Size 9 New,5000,New (Other),1710,False,0
Capezio 6 M Women Black Tap Shoe Vegan Bow Ties Dance,1000,New (Other),1710,False,0
PU Leather Tap shoes Patent Leather Tan Tap Dance Shoe for Girls and Boys 11.5M,1199,New (Other),0,False,0
Theatricals Womens Tap Dance Shoes Black Size 9 Lace Up T9500,2999,Brand New,1710,False,0
Dance Shoes Clogging Full Sole 6.5M Adult Steven Stompers Buck Black ,4400,Pre-Owned,650,False,0
Women's Tap Shoes Size 7.5 New with Box Black ABT Spotlights Dance Wear,1299,Brand New,1590,False,0
Bloch Little Girls Black Leather Tap Shoes Size 9,500,Pre-Owned,685,False,0
Illinois Theatrical Tap Shoes Womens 9 M Tan Lace Up Tie Dance Beige,1399,Brand New,1200,True,0
Capezio Tap Shoes Black Heel Mary Janes Women’s 6.5 Dance Theater,2499,Pre-Owned,1710,False,0
Val Tie and Snap Tap Shoe TA36-Adult (White),3400,Brand New,1575,False,0
Dance Tap Shoes Black Strap Little Girl 9.5,704,Pre-Owned,795,False,0
Shop on eBay,2000,Brand New,,False,0
Leo’s Giordano Spectator Tap Oxford Black White Shoe Unisex Size 7.5 Lace Up,6375,New (Other),999,True,0
Bloch Boost DRT Dance Shoes Mesh Split Sneaker Womans Adult Size 9 EUC.,3216,Pre-Owned,1710,False,0
Bloch Dance Womens Mary Jane Dance Shoe Black Size 5 M US,2899,New (Other),0,False,0
NIB New Capezio CG17C Fluid Tap Lace Up Shoe Dance Leather in Box Girl or Women,799,Brand New,1810,False,0
Capezio Black Tap Jr Footlight Dance Shoes Women’s Size 8M,2938,Brand New,1710,False,0
Revolution Dance Black Low Heel Black Tap Shoes Women's Size 6.5 A EUC,1800,Pre-Owned,1365,False,0
Abt American Ballet Theatre Shoes 3.5 EU 35.5 Nude Beige Spotlight Dance Unisex,1995,Pre-Owned,610,False,0
EUC Womens Capezio Dance Tap Shoes Black Oxford Lace up Size 9M,2900,Pre-Owned,1346,False,0
Capezio Womens Tap Jr Footlight 550 Dance Shoes Size 7.5M Black Maryjane,2487,Pre-Owned,1199,True,0
Capezio Tap Shoes Black Heel Mary Janes Women’s 6.5 Dance Theater,2499,Pre-Owned,1710,False,0
"WOMEN'S Character Dance Shoes 2"" heel Leo's #908 Leather BLACK sizes 4-6.5M",1919,New (Other),500,False,0
CAPEZIO MARY JANE TAP DANCE￼￼ SHOES 3800 BLACK LEATHER  SZ 8.5 ￼WORN ONCE,2300,Pre-Owned,1346,False,0
Theatricals Women's Size 8.5 Lace Up Tap Dancing Shoes,2500,Pre-Owned,1295,False,0
dance fashion beige Tap Dance shoes Youth size 10,1250,Pre-Owned,849,False,0
Capezio 561 Character Shoe Jr Footlight Tap Dance New in Box Adult Women  ,999,Brand New,1810,False,0
Capezio USED Buckle Tap Shoes Stage Black Leather Dance Heel 5 1/2 M Tele Tone,2420,Pre-Owned,790,False,0
BLOCH Tap Dance Shoes Slip On Girls SZ 5 and 1/2 M Black Shockwave #3,2100,Pre-Owned,1710,False,0
Dance Class Mary Jane MJ101 Tap Shoes Little Girl's Size 13 M Black NEW MSRP $40,1400,New (Other),999,False,0
Dance Shoes Tap Oxford Full Sole 13M Toddler Danshuz 5029C Black White Leather,1000,Pre-Owned,950,False,0
